"id_igreja";"nome";"paroco";"endereco";"bairro";"cidade";"uf";"pais";"cep";"telefones";"observacao";"latitude";"longitude";"src_missas";"src_confissoes";"url";"email";"diocese";"hash";"hash_matriz";"secretaria";"last_modified"
31;"Cristo Rei";"Pe. Niraldo Lopes de Carvalho";"Rua Oliveira Figueiredo, 78";"Vaz Lobo";"Rio de Janeiro";"RJ";"Brasil";"21361-070";"(21) 3351-3696";"";-22.856942;-43.328347;"Seg Qui 18:30
Ter Sab 08:00
Dom 7:00 9:00 11:00 19:00";"";"";"";"Rio de Janeiro";"9sClV";NULL;NULL;"2013-01-12 13:29:42"
32;"Cristo Ressuscitado";"Pe. Carlos Alberto Munhoz Cavalcante";"Estrada Porto Nacional, Lt. 13 casa 08";"Padre Miguel";"Rio de Janeiro";"RJ";"Brasil";"21870-380";"(21) 3309-3015";"";-22.8654965;-43.4596643;"Dom 07:00 09:30 19:00
Seg Sex 07:30";"";"";"";"Rio de Janeiro";"mBxB2";NULL;NULL;"2013-01-12 13:29:42"
33;"Santuário da Divina Misericórdia";"Pe. Jan Sopicki (João), SAC";"Rua Divina Misericórdia, s/n";"Vila Valqueire";"Rio de Janeiro";"RJ";"Brasil";"21321-58";"(21) 2453-3684";"";-22.885362;-43.370262;"Domingo 07h, 08:30h, 10h, 19h
Sábado 07h, 18h
Segunda 07h, 19h
Terça 07h
Quarta 07h, 19h
Quinta 07h, 19h
Sexta 07h
sexta 15h (Missa da Misericórdia)";"";"";"";"Rio de Janeiro";"OVhaZ";NULL;"";"2014-05-21 18:34:03"
34;"Paróquia Divino Espírito Santo";"Pe. Carlos Alberto Rigues Pontes";"Rua Itacorovi, 115";"Realengo";"Rio de Janeiro";"RJ";"Brasil";"21765-450";"(21) 3331-2843";"";-22.8927885;-43.4352981;"Seg e Sex 19:00
1a Sex 08:00
Dom 07:00 09:00 19:00";"";"";"";"Rio de Janeiro";"0pS06";NULL;NULL;"2013-06-21 15:58:03"
35;"Divino Espírito Santo e São João Batista";"Pe. Cláudio dos Santos";"Rua Felipe Camarão, 12";"Maracanã";"Rio de Janeiro";"RJ";"Brasil";"20510-011";"(21) 2567-9056";"";-22.91358;-43.235863;"Seg 07:00 19:00
Qua a Sex 07:00 19:00
Dom 07:30 09:30 18:00";"";"http://www.divinoespiritosantorj.org.br";"";"Rio de Janeiro";"d9CPd";NULL;NULL;"2012-12-29 20:28:12"
36;"Paróquia Divino Salvador";"Leomar Deon, SDS";"Rua Divino Salvador, 153";"Piedade";"Rio de Janeiro";"RJ";"Brasil";"20576-210";"(21) 2596-5138";"";-22.8878977;-43.3107066;"Seg a Sex 07:00 as 19:00
Sab 07:00 17:00
Dom 07:00 08:30 10:30 18:00";"";"";"";"Rio de Janeiro";"FSwpA";NULL;"";"2016-10-27 17:46:12"
37;"Imaculada Conceição (Basílica Menor)";"Pe. Marcos William Bernardo";"Praia de Botafogo, 266";"Botafogo";"Rio de Janeiro";"RJ";"Brasil";"22250-04";"(21) 2551-7948";"";-22.9481964;-43.1820135;"Seg a Sexta 07:00 08:00 12:00 18:00
Sab 07:00 08:00 18:00
Dom 07:30 09:00 10:30 12:00 16:30 18:00 19:30";"";"";"";"Rio de Janeiro";"rmhEh";NULL;"";"2015-03-10 16:51:22"
38;"Imaculada Conceição";"Pe. André Vilar de Moraes Martins";"Rua Humberto Cozzo, 41";"Recreio dos Bandeirantes";"Rio de Janeiro";"RJ";"Brasil";"22795-260";"(21) 2497-9050, (21) 2497-9059";"Confissões e Direção Espiritual (ligar sempre um dia antes para confirmar os horários) 

Confissões com Pe. Vitor - 2ª, 6ª feira e Sáb - marcar na secretaria";-23.017327;-43.46171;"Seg 19:00
Ter 08:00
Qua 08:00 19:00
Qui Sex 08:00 18:00
Sab 16:00 18:00
Dom 7:00 9:00 11:00 18:00 20:00
Dom 8h (São Tarcísio)
Dom 10h (Santa Paulina)
Dom 19h (Colégio Ressurreição)";"terça-feira: 9h30 às 12h (Pe. Marcio)
quarta-feira:  9h30 às 12h (Pe. Marcio)
sexta-feira: das 14h30 às 17h (Pe. Marcio)
quarta-feira: 19h30 às 21h (Pe. André)
quinta-feira: das 9h30 às 12h (Pe. André)";"http://imaculadarecreio.org.br";"secretaria@imaculadarecreio.org.br";"Rio de Janeiro";"U6ReE";NULL;"2ª e 4ª a Sáb - das 8h às 12h / das 13h às 20h30
3ª - das 8h às 12h

Atendimento Telefônico
2ª a 6ª - das 8h30 às 12h / das 14h às 19h
Sáb. das 8h às 12h
3ª a partir das 12h";"2013-11-15 11:57:16"
39;"Imaculada Conceição e São Sebastião";"Pe João Vicente de Padua";"Rua Catulo Cearense, 26";"Engenho de Dentro";"Rio de Janeiro";"RJ";"Brasil";"20730-320";"(21) 2599-9900";"";-22.904804;-43.29749;"Domingos: 7:00, 8:30, 10:00, 18:00h
seg, qua, qui, sexta: 19:00h
sábados: 18:00h";"quinta-feira 9h 
sábado 9h";"";"piacss@gmail.com";"Rio de Janeiro";"6QC3l";NULL;"";"2017-07-17 15:05:34"
40;"Basílica Menor do Imaculado Coração de Maria";"Pe. Fernando Mazula, CMF";"Rua Coração de Maria, 66";"Méier";"Rio de Janeiro";"RJ";"Brasil";"20775-050";"(21) 2501-3553";"";-22.897858;-43.279552;"Seg a Sex 07:00 10:00 19:00 
Sab 07:00 10:00 17:00
Dom 07:00 08:30 10:00 18:00 20:00";"Seg a Sex 09:00 as 10:00";"";"";"Rio de Janeiro";"ijwTI";NULL;NULL;"2013-08-27 13:18:44"
41;"Jesus Bom Pastor";"Pe. Benedito Jales Dantas";"Rua Sancho de Faro, 680";"Anchieta";"Rio de Janeiro";"RJ";"Brasil";"21625-400";"(21) 2455-4594";"";-22.832749;-43.403292;"Seg 19:00
Dom 07:00 10:00 19:00";"";"";"";"Rio de Janeiro";"L3gsp";NULL;NULL;"2012-12-29 13:22:16"
42;"Jesus de Nazaré";"Pe. Eduardo Cardoso de Carvalho";"Rua Ivanildo Alves, 83";"Parque Maré - Bonsucesso";"Rio de Janeiro";"RJ";"Brasil";"21043-230";"(21) 2573-0389";"";-22.8584716;-43.2418732;"Dom 08:00 10:00 18:00
Qua Sex 19:00
";"Qua Sex 20:00";"";"";"Rio de Janeiro";"xNRIM";NULL;NULL;"2013-01-12 13:29:42"
43;"Jesus Divino Mestre";"Pe. Fernando Quelho Barbosa";"Rua Velinda Maurício da Fonseca, 66";"Cachambi";"Rio de Janeiro";"RJ";"Brasil";"20785-210";"(21) 2281-6344";"";-22.891709;-43.267026;"Seg 18:00
Dom 07:00 09:30 18:00
";"";"";"";"Rio de Janeiro";"ZhBht";NULL;NULL;"2013-01-12 13:29:42"
44;"Jesus Ressuscitado";"Pe. José Rosa Afonso";"Travessa da Amizade, 168";"Vila da Penha";"Rio de Janeiro";"RJ";"Brasil";"21221-37";"(21) 3391-3810";"";-22.8403078;-43.3119228;"Dom 8h 10h30 18h
Seg a Qua 19:00
Qui 07h30
Sex 19:00
Sab 07h30 18h";"";"";"";"Rio de Janeiro";"C0w7Q";NULL;"";"2015-10-20 11:38:18"
45;"Jesus Sacramentado";"Padre Thiago Faria Cardoso";"Rua Gonçalves dos Santos, 39";"Penha Circular";"Rio de Janeiro";"RJ";"Brasil";"21210-300";"(21) 2485-2790";"Terça feira terço dos homens
Nas quintas-feiras, terminada a missa, tem adoração ao Santíssimo Sacramento.

Na primeira quinta feira do mês, missa pelos enfermos com a distribuição das pílulas de Frei Galvão 16:00h precedida pela recitação do terço da misericórdia, não tendo missa e adoração à noite.";-22.839354;-43.295592;"Domingo 7:00, 9:00
Dom 18:00 (19:00 no horário de verão)
Segunda 19:00
Quinta 19:00 (Exceto primeira quinta-feira do mês)
1a Quinta 16:00
Sexta 8:00
Sábado 18:00 (19:00 no horário de verão)";"quinta  15:30 às 17:00 (ou marcando com o padre)";"";"";"Rio de Janeiro";"oKgWx";NULL;"segunda-feira, quarta-feira a sexta feira de 8:00 às 12:00 e das 14:00 às 20:00";"2013-12-29 12:57:16"
46;"Paróquia Jesus Salvador do Mundo";"Pe. Michel Bernardo";"Rua das Pitombeiras, 554";"Paciência";"Rio de Janeiro";"RJ";"Brasil";"23585-245";"(21) 3409-1599";"";-22.928155;-43.636024;"Segunda  19h
Quarta 19h
Quinta 19h
Sexta 19h
Domingo 07h, 10h e 19h";"Sex 19:00";"";"paroquiajsm-rj@hotmail.com";"Rio de Janeiro";"QeQwU";NULL;"";"2014-02-23 17:04:25"
47;"Maria Mãe da Igreja e São Judas Tadeu";"";"Rua Mario Coutinho, 195";"Padre Miguel";"Rio de Janeiro";"RJ";"Brasil";"21720-44";"(21) 2401-5890";"";-22.865474;-43.449755;"Dom 07h 09h 11h 19h
Seg Qua Qui Sex 19h30
Sábado 17h30";"meia hora antes das Missas";"";"";"Rio de Janeiro";"2yBM1";NULL;"";"2015-10-30 17:13:23"
48;"Paróquia Menino Jesus de Praga";"Padre Márcio Ferreira Dos Santos";"Av. do Corretor, 27";"Bangu";"Rio de Janeiro";"RJ";"Brasil";"21842-340";"(21) 2401-9853";"Grupo de Estudo do YouCat:
Todo 2º e 4º Sábado do mês às 19h

Adoração Jovem:
1º Sábado às 20h

Terço dos Homens:
Toda Sexta às 20h";-22.8678083;-43.4775574;"Domingo: 07:00, 09:00, 19:00
Segunda-feira: 19:00
Quinta-feira: 19:00
Sábado: 19:00
1a Sexta-feira: 08:00";"segunda, quinta e sexta de 16h às 18h";"http://paroquiameninojesusrj.org/";"secretaria@paroquiameninojesusrj.org";"Rio de Janeiro";"fHvlY";NULL;"Segunda a Sexta das 08:00 até 18:00
Sábado de 08:00 às 12:00";"2015-09-18 16:49:40"
49;"Nossa Senhora Aparecida";"Pe. João Custódio da Silva";"Estrada do Mato Alto, 5.027";"Guaratiba";"Rio de Janeiro";"RJ";"Brasil";"23030-320";"(21) 2410-7049";"";-22.962742;-43.585324;"Sab 19:00
Dom 07:00 10:00";"";"";"";"Rio de Janeiro";"HbgB5";NULL;NULL;"2012-12-29 13:22:16"
50;"Nossa Senhora Aparecida";"Pe. Sebastião Joaquim da Silva";"Rua Maragogipe, 37 - Batã";"Realengo";"Rio de Janeiro";"RJ";"Brasil";"21730-300";"(21) 2403-7666";"";-22.863996;-43.427266;"1a Sex 19:30
Sex 15:00
Seg Qua Sab 19:30
Dom 07:00 09:00 19:30";"Sex 16:00 as 18:00";"";"";"Rio de Janeiro";"tvQac";NULL;NULL;"2012-12-29 13:22:16"
51;"Paróquia Nossa Senhora Aparecida";"Pe. Sebastião Gonçalves da Silveira";"Av. Bagaxá, Qd. 64, Lt. 03";"Campo Grande";"Rio de Janeiro";"RJ";"Brasil";"23066-450";"(21) 3313-8465";"";-22.8944832;-43.604309;"Seg Qua Sex 18:00
Última Qui 10:00
1a Sex 08:00
Sab 08:00
Dom 07:00 10:00 19:30";"";"";"";"Rio de Janeiro";"WFB09";NULL;NULL;"2013-06-21 16:05:47"
52;"Paróquia Nossa Senhora Aparecida";"Pe. Gilvan André da Silva";"Estrada Governador Chagas Freitas, 520";"Ilha do Governador";"Rio de Janeiro";"RJ";"Brasil";"21920-330";"(21) 3975-1987";"";-22.7962622;-43.2066295;"Seg Ter Qui Sex 19:00
Qua 7:30
Sab 18:00
Dom 08:00 10:00 19:00";"Ter a Sex 16:00 as 18:00";"";"";"Rio de Janeiro";"8YvPg";NULL;NULL;"2013-07-09 15:24:45"
53;"Nossa Senhora Aparecida";"Pe. Aldo de Souto Santos";"Rua do Alho, 43";"Marcílio Dias - Penha Circular";"Rio de Janeiro";"RJ";"Brasil";"21011-00";"(21) 2584-3343";"";-22.8146498;-43.2790111;"Seg a Sab 18:30
Ultima Qui 19:30
Dom 10:00 18:00";"Sab 09:00 as 11:00";"";"";"Rio de Janeiro";"ksfpD";NULL;NULL;"2013-01-12 13:28:33"
54;"Paróquia Nossa Senhora Auxiliadora";"Pe. Gregório Batista, SDB";"Rua Darci Vargas, 12";"Jacaré";"Rio de Janeiro";"RJ";"Brasil";"20972-010";"(21) 2241-1524";"";-22.976061;-43.695835;"Seg a Sab 19:00 (Na Igreja)
Dom 07:00 09:00 19:00 (Na Igreja)

Sab 17:30 (Capela Nossa Senhora da Paz)
Dom 09:00 (Capela Santa Rita)
Dom 18:00 (Capela Nossa Senhora Aparecida)";"";"";"";"Rio de Janeiro";"NCQEk";NULL;NULL;"2013-06-27 16:06:08"
55;"Nossa Senhora da Ajuda";"Pe. Isidoro Ludwig, MSF";"Praça Calcutá, 23";"Freguesia - Ilha do Governador";"Rio de Janeiro";"RJ";"Brasil";"21910-01";"(21) 3396-1058";"";-22.793704;-43.171042;"Ter Qua Sex 19:00
Qui 07:30
Dom 07:00 09:00 11:00 19:00";"";"";"";"Rio de Janeiro";"zWAeH";NULL;NULL;"2013-01-12 13:29:42"
56;"Nossa Senhora da Apresentação";"Pe. Renato Martins Gonçalves";"Praça Nossa Senhora da Apresentação, 272";"Irajá";"Rio de Janeiro";"RJ";"Brasil";"21231-220";"(21) 2471-9014";"";-22.831036;-43.326658;"Seg Qua Qui Sex 19:00
1a Sex 07:00
Sab 16:30 18:00
Dom 07:00 09:00 19:00";"";"";"";"Rio de Janeiro";"bpv3o";NULL;"";"2014-11-15 16:51:04"
57;"Nossa Senhora da Assunção";"Pe. José Eugenio Evangelista Moura Souza";"Praça Mario Saraiva, s/n";"Jardim Sulacap";"Rio de Janeiro";"RJ";"Brasil";"21741-100";"(21) 3357-5150";"";-22.887251;-43.394921;"Seg Qua 19:00
Dom 08:00 10:30 19:00";"";"";"";"Rio de Janeiro";"E9fTL";NULL;NULL;"2013-01-12 13:29:42"
58;"Nossa Senhora da Boa Esperança";"Pe. José Elson Barroso Cordeiro";"Rua Petrolina, 52";"Honório Gurgel";"Rio de Janeiro";"RJ";"Brasil";"21555-240";"(21) 3390-5625";"";-22.852004;-43.357997;"Seg Ter Qua Qui 18:30
Sab 18:00
Dom 07:00 09:00 18:00";"";"";"";"Rio de Janeiro";"qTPss";NULL;NULL;"2013-01-12 13:29:42"
59;"Nossa Senhora da Boa Viagem";"Pe. Fr. João Fernandes Reinert, OFM";"Estrada da Gávea, 445";"Rocinha";"Rio de Janeiro";"RJ";"Brasil";"22451-265";"(21) 3322-5525";"";-22.991395;-43.253429;"";"";"";"";"Rio de Janeiro";"SnAIP";NULL;NULL;"2013-01-12 13:29:42"
60;"Paróquia Nossa Senhora da Cabeça";"Pe. Jefferson Merighetti";"Rua Belisário Pena, 420";"Penha";"Rio de Janeiro";"RJ";"Brasil";"21020-010";"(21) 2573-9098";"facebook.com/nscabeca
twitter:  @nscabeca
flickr.com/nscabeca

Vigário: Frei Paulo Mossolini
Diáconos: José Vaz e Mário Higashi";-22.8318294;-43.2746379;"Seg 19:00
Ter 19h
Sex 08:00
Qui 19:00
Sab 08:00 17:00
Dom 07:00 8:30 11:30 18:00
Sexta 19h (Capela Sagrada Família)
Sáb 18:30 (Capela Sagrada Família)
Dom 10h (Capela Sagrada Família)";"quinta 17h às 19:30
segundas das 18h às 19h";"http://www.nscabeca.com.br";"paroquia@nscabeca.com.br";"Rio de Janeiro";"56uhw";NULL;"segunda a sábado de 8:30 à 17:00 (almoço 12h às 13h)
quarta-feira: FOLGA PAROQUIAL
domingo: 8:00 às 12:00";"2015-03-24 19:19:20"
61;"Nossa Senhora da Candelária";"Mons. Elia Volpi";"Praça Pio X";"Centro";"Rio de Janeiro";"RJ";"Brasil";"20040-020";"(21) 2233-2324";"";-22.900831;-43.177819;"Seg a Sex 12:15
Dom 10:30 12:00";"";"";"";"Rio de Janeiro";"hQf7T";NULL;NULL;"2012-12-29 13:22:16"
62;"Nossa Senhora da Conceição";"Pe. Jorge Pereira Bispo";"Pc D Romualdo, 11";"Santa Cruz";"Rio de Janeiro";"RJ";"Brasil";"23515-100";"(21) 3395-0260";"";-22.919741;-43.685138;"Seg Ter Qua 19:00
Qui 16:00
Sex 7:30
Dom 07:30 10:00 19:00";"Segunda-feira: das 15h as 18h
Quarta-feira: das 15h as 17h
Sexta-feira: das 14h as 18h";"http://www.pnsc.org.br";"";"Rio de Janeiro";"JkPX0";NULL;NULL;"2013-08-11 18:57:30"
63;"Nossa Senhora da Conceição";"Pe. Barnabé Cunha";"Rua Monsenhor Amorim, 34";"Engenho Novo";"Rio de Janeiro";"RJ";"Brasil";"20961-110";"(21) 2261-0313";"";-22.9017057;-43.2658375;"Domingo: 07:00, 08:30, 10:00, 18:30
Segunda-feira: 07:00
Segunda 18:00 (capela das almas)
Terça-feira: 07:00
Quarta 19:00
Quinta-feira: 07:00
Quinta 18:00 (capela do Santíssimo)
Sexta-feira: 07:00
Sábado: 07:00, 18:00";"";"";"";"Rio de Janeiro";"w49wX";NULL;"";"2015-02-12 20:38:57"
64;"Nossa Senhora da Conceição";"Pe. João Geraldo Machado Bellocchio";"Rua Marquês de São Vicente, 19";"Gávea";"Rio de Janeiro";"RJ";"Brasil";"22451-041";"(21) 3268-8021";"";-22.975181;-43.227269;"Seg a Sab 18:00
Dom 09:00 11:30 18:00
";"";"";"";"Rio de Janeiro";"YNuM4";NULL;NULL;"2013-01-12 13:29:42"
65;"Paróquia Nossa Senhora da Conceição";"Mons. Luiz Artur Marques de Barros Falcão";"Av. Santa Cruz, 1125";"Realengo";"Rio de Janeiro";"RJ";"Brasil";"21710-231";"(21) 3331-0371";"";-22.8780183;-43.4343418;"Seg Qua Qui Sex 19:00
Sab 17:00
Dom 07:00 09:00 18:30";"sexta-feira 9:00h as 11:00h e 15:00h as 17:00h";"http://www.paroquiansconceicao.org.br";"";"Rio de Janeiro";"Ahelb";NULL;"Segunda a Sexta das 08h às 17h
Sábado das 08h às 12h";"2015-02-12 19:30:25"
66;"Paróquia Nossa Senhora da Conceição";"Pe. Pedro Nunes de Almeida";"Rua Conde de Bonfim, 987";"Tijuca";"Rio de Janeiro";"RJ";"Brasil";"20530-000";"(21) 2238-9672";"";-22.939054;-43.247894;"Seg 18:30
Ter a Sab 17:00
Dom 08:00 10:00 18:30";"";"";"";"Rio de Janeiro";"n1PB8";NULL;"";"2016-10-05 21:32:42"
67;"Nossa Senhora da Conceição";"Pe. Antônio Aidno Lucena de Noronha";"Av. Ernani Cardoso, 418";"Campinho";"Rio de Janeiro";"RJ";"Brasil";"21310-310";"(21) 2452-1176";"";-22.882744;-43.340827;"Seg Qua Sex 18:00
Dom 07:00 10:00 18:00";"";"";"";"Rio de Janeiro";"PL9af";NULL;NULL;"2013-01-12 13:29:42"
68;"Nossa Senhora da Conceição";"Pe. José Peekkunnel Francis (Kalapura)";"Rua Carvalho Moutinho, 220";"Ramos";"Rio de Janeiro";"RJ";"Brasil";"21031-220";"";"";-22.847717;-43.256026;"";"";"";"";"Rio de Janeiro";"1eu0C";NULL;NULL;"2013-01-12 13:29:42"
69;"Nossa Senhora da Conceição";"Pe. João Paulo Pinto dos Santos Batista";"Estrada do Magarça, 292";"Monteiro - Campo Grande";"Rio de Janeiro";"RJ";"Brasil";"23035-380";"(21) 3316-3505";"";-22.934057;-43.576552;"";"";"";"";"Rio de Janeiro";"dyePj";NULL;NULL;"2013-01-12 13:29:42"
70;"Nossa Senhora da Conceição";"Pe. Walter Vieira Neto";"Rua Rodolfo de Melo, 2";"São Vítor - Campo Grande";"Rio de Janeiro";"RJ";"Brasil";"23092-090";"(21) 2412-7440";"";-22.8761066;-43.5301722;"Seg, qua, Qui, sex 19h30
Dom 07:00 09:00 19:00";"Qua 08:00 às 18h";"";"";"Rio de Janeiro";"GIOpG";NULL;"";"2015-01-07 18:13:51"
71;"Paróquia Nossa Senhora da Conceição";"Pe. Alan Soares Delgado";"Praça Sargento Fabio Pavani, 44";"Pavuna";"Rio de Janeiro";"RJ";"Brasil";"21520-680";"(21) 2474-1203";"Confissões a combinar com o padre ou antes e depois das missas se houver disponibilidade do mesmo.

 No dia 07 de Março de 2015, o Eminentíssimo Sr., Cardeal Arcebispo Dom Orani João Tempesta, O.Cist, oficiou solenemente a Missa da Dedicação dessa Paróquia e do seu altar, com grande quantidade de fieis e visitantes.";-22.8046886;-43.3540965;"Domingo: 7h20, 9h30 e 18h
Segunda: 19h
Sexta: 8h
1a Sexta  19h";"";"http://paroquiaconceicaopavuna.org.br";"paroquiaconceicao@yahoo.com.br";"Rio de Janeiro";"sc9En";NULL;"";"2015-03-18 22:07:56"
72;"Nossa Senhora da Conceição Aparecida";"Pe. Jorge André Pimentel Gouvêa";"Rua Ferreira de Andrade, 103";"Cachambi";"Rio de Janeiro";"RJ";"Brasil";"20780-200";"(21) 2281-3545";"Confissões também antes das Missas";-22.894671;-43.272872;"Seg, qua, qui, sex: 7h, 18h
Sáb: 7h, 17h
Dom: 8h30, 10h30, 18h";"Seg 16:30";"";"";"Rio de Janeiro";"UvteK";NULL;"";"2014-06-30 18:11:31"
73;"Paroquia N S da conceição Aparecida";"Pe Luciano de Moura Mirom";"Rua Alcantil, 140";"Paciência";"Rio de Janeiro";"RJ";"Brasil";"23587-100";"(21) 2409-6964";"Confissões também qualquer dia da semana com hora marcada na secretaria.";-22.917131;-43.623296;"Domingo 07:00, 09:00 e 19:00
Segunda 19:00
1a sexta-feira 19:00";"domingo 17:00 às 19:00";"http://pnsconceicaoaparecida.com.br";"";"Rio de Janeiro";"7Fe3r";NULL;"";"2014-02-13 18:59:35"
74;"Paróquia Nossa Senhora da Conceição e Santo Antônio";"Pe. Josué Bisker";"Estrada do Guandu, 401";"Guandu do Sena - Campo Grande";"Rio de Janeiro";"RJ";"Brasil";"23097-200";"(21) 2413-7474";"Confissões: Ligar para combinar com o padre.";-22.84412;-43.519608;"Seg Ter Qui Sex 19:00
Sab 17:00
Dom 07:30 19h (Matriz)
Dom 10:00 19h (Capela)";"";"";"ncsaguandu@gmail.com";"Rio de Janeiro";"jZOTO";NULL;NULL;"2013-05-01 21:51:29"
75;"Nossa Senhora da Conceição e São José";"Mons. Gustavo José Cruz Auler";"Av. Amaro Cavalcante, 1.761";"Engenho de Dentro";"Rio de Janeiro";"RJ";"Brasil";"20735-042";"(21) 2269-9595";"";-22.895739;-43.293271;"Seg qua e sex 7h 19h
ter 19h
qui 18h
sab 9h
1o sabado 16h (Missa da Saúde)
domingo 6:30 8h 10h 18h";"Sex das 8h às 11h (Ou combinar com o padre)";"";"";"Rio de Janeiro";"Lt8sv";NULL;"";"2015-10-08 14:13:45"
76;"Nossa Senhora da Conceição e São Justino";"Pe. José Silvino Santos, SDV";"Rua Iramaia, 87";"Parada de Lucas";"Rio de Janeiro";"RJ";"Brasil";"21010-050";"(21) 2485-4728";"";-22.81711;-43.299478;"";"";"";"";"Rio de Janeiro";"yCtIS";NULL;NULL;"2013-01-11 18:32:25"
